0	1.67479	0.0043
4.00E-06	1.71347	0.0043
8.00E-06	1.74763	0.0043
1.20E-05	1.77824	0.0043
1.60E-05	1.80402	0.0043
2.00E-05	1.82465	0.0043
2.40E-05	1.84173	0.0043
2.80E-05	1.85333	0.0043
3.20E-05	1.86106	0.0043
3.60E-05	1.86332	0.0043
4.00E-05	1.86139	0.0043
4.40E-05	1.85333	0.0043
4.80E-05	1.84044	0.0043
5.20E-05	1.82304	0.0043
5.60E-05	1.79919	0.0043
6.00E-05	1.77115	0.0043
6.40E-05	1.7386	0.0043
6.80E-05	1.69929	0.0043
7.20E-05	1.65771	0.0043
7.60E-05	1.61163	0.0043
8.00E-05	1.56136	0.0043
8.40E-05	1.50625	0.0043
8.80E-05	1.44824	0.0043
9.20E-05	1.38701	0.0043
9.60E-05	1.32191	0.0043
1.00E-04	1.25327	0.0043
0.000104	1.18237	0.0043
0.000108	1.10922	0.0043
0.000112	1.03284	0.0043
0.000116	0.954208	0.0043
0.00012	0.874286	0.0043
0.000124	0.791786	0.0043
0.000128	0.707675	0.0043
0.000132	0.621631	0.0043
0.000136	0.535264	0.0043
0.00014	0.445996	0.0043
0.000144	0.356729	0.0043
0.000148	0.267139	0.0043
0.000152	0.177228	0.0043
0.000156	0.0853823	0.0043
0.00016	-0.00581855	0.0043
0.000164	-0.0966971	0.0043
0.000168	-0.187576	0.0043
0.000172	-0.278132	0.0043
0.000176	-0.367399	0.0043
0.00018	-0.456022	0.0043
0.000184	-0.544644	0.0043
0.000188	-0.630366	0.0043
0.000192	-0.7148	0.0043
0.000196	-0.797621	0.0043
0.0002	-0.879154	0.0043
0.000204	-0.957464	0.0043
0.000208	-1.03449	0.0043
0.000212	-1.10861	0.0043
0.000216	-1.18112	0.0043
0.00022	-1.24944	0.0043
0.000224	-1.31518	0.0043
0.000228	-1.37834	0.0043
0.000232	-1.4386	0.0043
0.000236	-1.49436	0.0043
0.00024	-1.54721	0.0043
0.000244	-1.59684	0.0043
0.000248	-1.6426	0.0043
0.000252	-1.68417	0.0043
0.000256	-1.72123	0.0043
0.00026	-1.75539	0.0043
0.000264	-1.78343	0.0043
0.000268	-1.80921	0.0043
0.000272	-1.82919	0.0043
0.000276	-1.84498	0.0043
0.00028	-1.85561	0.0043
0.000284	-1.86206	0.0043
0.000288	-1.8627	0.0043
0.000292	-1.85948	0.0043
0.000296	-1.85078	0.0043
0.0003	-1.83596	0.0043
0.000304	-1.81565	0.0043
0.000308	-1.79148	0.0043
0.000312	-1.76151	0.0043
0.000316	-1.72639	0.0043
0.00032	-1.68675	0.0043
0.000324	-1.64324	0.0043
0.000328	-1.5949	0.0043
0.000332	-1.54205	0.0043
0.000336	-1.48501	0.0043
0.00034	-1.42571	0.0043
0.000344	-1.36191	0.0043
0.000348	-1.29616	0.0043
0.000352	-1.22527	0.0043
0.000356	-1.15211	0.0043
0.00036	-1.07735	0.0043
0.000364	-0.999681	0.0043
0.000368	-0.919115	0.0043
0.000372	-0.836615	0.0043
0.000376	-0.752827	0.0043
0.00038	-0.667427	0.0043
0.000384	-0.580093	0.0043
0.000388	-0.491793	0.0043
0.000392	-0.401881	0.0043
0.000396	-0.311325	0.0043
0.0004	-0.220769	0.0043
0.000404	-0.128924	0.0043
0.000408	-0.0374004	0.0043
0.000412	0.0547671	0.0043
0.000416	0.14629	0.0043
0.00042	0.237813	0.0043
0.000424	0.327725	0.0043
0.000428	0.417959	0.0043
0.000432	0.506582	0.0043
0.000436	0.593916	0.0043
0.00044	0.678994	0.0043
0.000444	0.763749	0.0043
0.000448	0.846249	0.0043
0.000452	0.92456	0.0043
0.000456	1.00287	0.0043
0.00046	1.07828	0.0043
0.000464	1.15079	0.0043
0.000468	1.22072	0.0043
0.000472	1.28775	0.0043
0.000476	1.35156	0.0043
0.00048	1.41311	0.0043
0.000484	1.47048	0.0043
0.000488	1.52526	0.0043
0.000492	1.57554	0.0043
0.000496	1.62259	0.0043
0.0005	1.66513	0.0043
0.000504	1.70348	0.0043
0.000508	1.73828	0.0043
0.000512	1.7689	0.0043
0.000516	1.79564	0.0043
0.00052	1.81691	0.0043
0.000524	1.83464	0.0043
0.000528	1.84688	0.0043
0.000532	1.85494	0.0043
0.000536	1.85849	0.0043
0.00054	1.85591	0.0043
0.000544	1.84914	0.0043
0.000548	1.83593	0.0043
0.000552	1.81981	0.0043
0.000556	1.79693	0.0043
0.00056	1.76954	0.0043
0.000564	1.73667	0.0043
0.000568	1.69896	0.0043
0.000572	1.65739	0.0043
0.000576	1.61163	0.0043
0.00058	1.56136	0.0043
0.000584	1.50818	0.0043
0.000588	1.4505	0.0043
0.000592	1.3883	0.0043
0.000596	1.32385	0.0043
0.0006	1.25649	0.0043
0.000604	1.18527	0.0043
0.000608	1.1118	0.0043
0.000612	1.03606	0.0043
0.000616	0.958075	0.0043
0.00062	0.876864	0.0043
0.000624	0.794687	0.0043
0.000628	0.710253	0.0043
0.000632	0.624209	0.0043
0.000636	0.537842	0.0043
0.00064	0.449219	0.0043
0.000644	0.359307	0.0043
0.000648	0.269718	0.0043
0.000652	0.179483	0.0043
0.000656	0.0882826	0.0043
0.00066	-0.00388496	0.0043
